type2Broker,broker,bankAgent,moneylender,pageNumber,importantPoints,aboutFinancialProductBrokerage,aboutBankAgent,aboutInsuranceAgency
登録番号：関東財務局長（金商）第2893号<br/>加入協会：一般社団法人第二種金融商品取引業協会、一般社団法人日本投資顧問業協会,登録番号：関東財務局長（金仲）第385号<br/>所属金融商品取引業者：<br/>　・株式会社SBI証券（関東財務局長（金商）第44号）<br/>　　加入協会：日本証券業協会、一般社団法人金融先物取引業協会、一般社団法人第二種金融商品取引業協会<br/>　・日産証券株式会社（関東財務局長（金商）第131号）<br/>　　加入協会：日本証券業協会、一般社団法人金融先物取引業協会,許可番号：関東財務局長（銀代）第268号<br/>所属銀行：住信SBIネット銀行株式会社<br/>取扱業務：円普通預金及び円定期預金の受入れを内容とする契約締結の媒介（勧誘及び受付）<br/>　　　　　並び資金の貸付けを内容とする契約締結の媒介（勧誘及び受付）,登録番号：東京都知事（1）第31636号　<br/>加入協会：日本貸金業協会 第005872号,-2-,当社が取扱う有価証券等及び保険商品は預金等ではなく、預金利息はつきません。<br/>また、元本保証はされておらず、預金保険制度の対象ではありません。,当社は、所属金融商品取引業者の代理権は有しておりません。<br/>当社は、いかなる名目によるかを問わず、金融商品仲介業に関して、お客様から金銭や有価証券のお預かりをすることはありません。<br/>お客様が行おうとする取引について支払う金額又は手数料等は、当社の所属金融商品取引業者により異なります。,当社は、銀行代理業に関してお客様から直接、金銭のお預かりをすることはありません。,当社は、募集代理店として保険契約締結の媒介又は代理を行いますが、契約の相手方は当社ではなく、保険会社となります。<br/>保険商品の内容については、必ず商品パンフレット・契約概要・注意喚起情報・ご契約のしおり・約款等にてご確認ください。
